customer_id,income_band,city,age,total_spend,avg_ticket_size,txn_count,decline_rate,dispute_rate,late_night_ratio,avg_utilisation,spend_velocity,merchant_diversity,RFM_score,rfm_segment,rule_risk_score,anomaly_flag,final_risk_score,risk_tier
43683,Premium,Delhi,49,51202.09,2327.3677272727277,22,0.0,0.0,0.2273,0.1707,94.82,9,13,Champions,10,0,7.45,Low Risk
43684,High,Mumbai,23,89860.86,2089.787441860465,43,0.0444,0.0,0.3333,0.204275,184.52,10,15,Champions,20,0,16.88,Low Risk
43685,High,Hyderabad,64,15157.63,1010.5086666666668,15,0.0,0.0625,0.1875,0.04505,54.92,9,6,Lost,27,0,28.52,Low Risk
43686,Medium,Mumbai,71,8096.8,1156.6857142857143,7,0.0,0.0,0.1429,0.027,20.76,6,3,Lost,10,0,14.53,Low Risk
43687,Premium,Delhi,49,28395.12,1234.5704347826086,23,0.0769,0.0385,0.3462,0.0577499999999999,41.64,9,10,Loyal,20,0,21.33,Low Risk
43688,High,Delhi,67,11412.86,1037.5327272727272,11,0.0,0.0,0.3636,0.1141,18.53,6,4,Lost,30,0,24.96,Low Risk
43689,Medium,Chennai,36,18460.29,2307.53625,8,0.0,0.0,0.375,0.0185,37.44,6,6,Lost,25,0,20.41,Low Risk
43690,Medium,Kolkata,30,5901.31,1180.262,5,0.1667,0.0,0.5,0.0295,45.05,3,3,Lost,45,1,47.64,Medium Risk
43691,Premium,Kolkata,60,36260.28,2132.957647058824,17,0.0,0.0,0.3529,0.06695,129.04,10,10,Loyal,20,0,15.9,Low Risk
43692,High,Bangalore,69,49822.8,1779.385714285714,28,0.0938,0.0312,0.3125,0.2491,70.77,10,14,Champions,20,0,18.84,Low Risk
43693,Medium,Kolkata,34,9756.58,1084.0644444444445,9,0.0,0.1,0.1,0.1951,33.19,7,4,Lost,22,0,28.57,Low Risk
43694,High,Mumbai,31,26824.23,1577.895882352941,17,0.0556,0.0,0.2222,0.0859,44.86,10,9,At Risk,10,0,9.25,Low Risk
43695,Low,Pune,31,22330.59,2481.1766666666667,9,0.0,0.0,0.4444,0.1489,74.44,8,8,At Risk,20,0,14.68,Low Risk
43696,Premium,Kolkata,48,39009.28,3250.773333333333,12,0.0769,0.0,0.3077,0.039,62.32,9,7,At Risk,25,0,23.71,Low Risk
43697,Low,Chennai,56,23122.98,1541.532,15,0.0588,0.0588,0.2941,0.10405,50.49,7,6,Lost,27,0,22.97,Low Risk
43698,Premium,Bangalore,62,3966.24,1322.08,3,0.0,0.0,0.0,0.0397,16.53,2,3,Lost,10,1,25.92,Low Risk
43699,Medium,Pune,26,29595.96,1183.8384,25,0.0741,0.0,0.2593,0.1303,76.28,9,10,Loyal,10,0,11.26,Low Risk
43700,Premium,Bangalore,23,26142.66,2614.266,10,0.0,0.0,0.2,0.0871,80.44,7,8,At Risk,10,0,8.8,Low Risk
43701,Low,Chandigarh,59,40923.03,1948.7157142857145,21,0.16,0.0,0.24,0.0946333333333333,84.03,8,13,Champions,25,0,19.45,Low Risk
43703,Medium,Delhi,42,38863.1,2428.94375,16,0.1111,0.0,0.2222,0.17665,66.89,7,8,At Risk,25,0,18.88,Low Risk
43704,Premium,Bangalore,48,28062.89,1870.859333333333,15,0.0625,0.0,0.5,0.1193,60.22,9,7,At Risk,25,0,19.78,Low Risk
43705,Low,Mumbai,27,109074.03,2597.0007142857144,42,0.0233,0.0,0.186,0.1937,262.83,9,14,Champions,10,0,18.85,Low Risk
43706,Medium,Hyderabad,47,75376.38,1713.0995454545457,44,0.0222,0.0,0.1778,0.242,109.88,10,14,Champions,10,0,9.97,Low Risk
43707,High,Chandigarh,36,17672.5,2209.0625,8,0.0,0.0,0.5,0.2356,37.52,6,5,Lost,30,0,23.78,Low Risk
43708,High,Hyderabad,53,31779.94,2269.9957142857143,14,0.0,0.0,0.1429,0.4237,63.56,8,7,At Risk,5,0,8.54,Low Risk
43709,Premium,Chandigarh,73,78025.09,2294.855588235294,34,0.0811,0.0,0.2162,0.1257333333333333,232.22,10,12,Loyal,10,0,15.05,Low Risk
43710,Low,Kolkata,22,36632.25,1465.29,25,0.0385,0.0,0.2308,0.0491,57.24,9,10,Loyal,10,0,9.76,Low Risk
43712,Medium,Delhi,25,20326.07,1693.8391666666666,12,0.0769,0.0,0.0769,0.271,53.92,7,6,Lost,5,0,9.49,Low Risk
43713,Medium,Chennai,27,29731.14,2973.114,10,0.2308,0.0,0.1538,0.3964,45.25,7,6,Lost,45,0,43.9,Medium Risk
43714,Low,Bangalore,28,39559.91,1798.1777272727277,22,0.0435,0.0,0.3478,0.2978,102.75,10,12,Loyal,20,0,15.5,Low Risk
43715,Medium,Bangalore,19,49768.66,2619.403157894737,19,0.05,0.0,0.35,0.2466,255.22,10,13,Champions,20,0,24.46,Low Risk
43716,Medium,Kolkata,26,68679.73,3815.5405555555553,18,0.0526,0.0,0.2105,0.4579,271.46,8,12,Loyal,10,1,30.74,Low Risk
43718,Medium,Kolkata,44,97040.77,2064.697234042553,47,0.0,0.0,0.1702,0.08385,164.48,10,13,Champions,10,0,12.1,Low Risk
43719,Medium,Bangalore,43,52332.03,2907.335,18,0.05,0.05,0.4,0.18495,134.18,9,8,At Risk,20,0,20.95,Low Risk
43720,Low,Chennai,52,35789.54,2236.84625,16,0.0,0.0,0.1875,0.1789,70.18,7,9,At Risk,10,0,7.61,Low Risk
43721,Medium,Chennai,30,24892.88,1778.0628571428572,14,0.0,0.0,0.2143,0.083,57.23,9,10,Loyal,10,0,7.53,Low Risk
43722,Medium,Bangalore,25,14660.11,1832.51375,8,0.0,0.0,0.375,0.0293,28.69,6,5,Lost,30,0,23.06,Low Risk
43724,Low,Kolkata,61,66816.12,2088.00375,32,0.0857,0.0,0.1143,0.2681666666666666,143.08,10,14,Champions,0,0,7.68,Low Risk
43725,Medium,Delhi,27,43350.68,1806.2783333333332,24,0.0,0.0769,0.2692,0.32925,144.02,8,13,Champions,22,0,23.99,Low Risk
43726,High,Delhi,67,62053.25,2001.717741935484,31,0.0303,0.0303,0.2121,0.0911,98.34,10,12,Loyal,10,0,10.62,Low Risk
43728,Low,Hyderabad,23,19639.57,2454.94625,8,0.0,0.0,0.25,0.0655,46.32,6,4,Lost,20,0,14.98,Low Risk
43732,Medium,Chennai,39,12813.89,1830.5557142857144,7,0.2727,0.0909,0.2727,0.1709,70.02,4,3,Lost,62,1,58.92,Medium Risk
43733,Medium,Chandigarh,47,43465.85,2716.615625,16,0.1111,0.0,0.3889,0.18155,56.01,9,9,At Risk,35,0,26.75,Low Risk
43734,Medium,Pune,56,17790.01,2223.75125,8,0.1,0.1,0.1,0.089,53.75,4,5,Lost,22,0,30.9,Low Risk
43735,Medium,Delhi,30,47196.78,3146.452,15,0.0625,0.0,0.1875,0.3146,96.71,7,9,At Risk,10,0,13.7,Low Risk
43737,Medium,Hyderabad,20,31436.4,1428.9272727272728,22,0.0,0.0435,0.2609,0.0997,49.2,10,8,At Risk,10,0,13.77,Low Risk
43738,High,Chennai,38,40683.77,1271.3678125,32,0.0588,0.0,0.2941,0.27495,86.56,10,14,Champions,10,0,13.89,Low Risk
43739,Low,Mumbai,64,62815.07,2855.2304545454544,22,0.0,0.0,0.2727,0.3319499999999999,119.42,8,12,Loyal,10,0,12.03,Low Risk
43740,High,Chennai,75,33996.33,2428.309285714286,14,0.1765,0.0,0.0,0.0453,84.99,8,9,At Risk,15,0,23.94,Low Risk
43742,Medium,Chandigarh,48,69706.49,1834.3813157894735,38,0.05,0.0,0.2,0.08084,174.27,10,13,Champions,10,0,11.18,Low Risk
43743,Medium,Bangalore,47,22792.05,2849.00625,8,0.0,0.0,0.25,0.3039,32.01,6,8,At Risk,10,0,13.04,Low Risk
43744,Medium,Mumbai,28,3004.71,1502.355,2,0.3333,0.0,0.6667,0.02,6.66,2,3,Lost,60,1,65.97,Medium Risk
43746,Medium,Delhi,53,18516.46,1851.646,10,0.0,0.0909,0.1818,0.2469,36.74,6,8,At Risk,22,0,23.66,Low Risk
43748,Medium,Hyderabad,38,9759.05,1394.15,7,0.2222,0.0,0.1111,0.1301,17.0,4,3,Lost,40,1,42.68,Medium Risk
43750,Medium,Bangalore,69,51811.48,2590.574,20,0.0455,0.0455,0.3636,0.1411,85.22,8,11,Loyal,20,0,17.76,Low Risk
43751,High,Pune,67,57908.0,3860.533333333333,15,0.1176,0.0,0.2353,0.38605,144.05,8,12,Loyal,25,0,31.31,Low Risk
43752,Medium,Bangalore,73,25112.1,1321.6894736842105,19,0.0,0.0,0.2632,0.1362499999999999,42.49,8,8,At Risk,10,0,9.0,Low Risk
43753,Low,Mumbai,55,16030.15,1457.2863636363638,11,0.0833,0.0,0.1667,0.2137,23.68,6,7,At Risk,15,0,13.64,Low Risk
43755,High,Hyderabad,30,41570.23,1433.4562068965515,29,0.0645,0.0,0.3226,0.1274333333333333,89.21,9,12,Loyal,20,0,15.62,Low Risk
43757,Low,Hyderabad,58,22800.88,1628.6342857142856,14,0.0667,0.0,0.2667,0.114,60.0,9,7,At Risk,15,0,10.97,Low Risk
43759,High,Kolkata,47,36898.56,1844.928,20,0.0455,0.0455,0.2727,0.0939,76.71,8,10,Loyal,10,0,9.98,Low Risk
43760,Low,Chandigarh,27,41088.8,1712.0333333333335,24,0.0769,0.0,0.2308,0.1477,153.32,9,11,Loyal,10,0,10.44,Low Risk
43761,Medium,Delhi,52,27142.89,3392.86125,8,0.1111,0.0,0.0,0.0271,37.91,6,9,At Risk,15,0,25.94,Low Risk
43762,Low,Mumbai,65,46243.93,1926.830416666667,24,0.0,0.0,0.3333,0.19245,57.73,10,11,Loyal,20,0,14.19,Low Risk
43763,High,Pune,32,30537.3,2544.775,12,0.0,0.0,0.25,0.2036,131.06,8,8,At Risk,10,0,8.93,Low Risk
43764,Medium,Delhi,28,10729.17,1788.195,6,0.1429,0.0,0.4286,0.0715,80.67,5,3,Lost,45,0,36.35,Low Risk
43766,Low,Pune,18,13159.68,1315.968,10,0.0,0.0,0.0,0.2632,34.36,8,8,At Risk,0,0,10.48,Low Risk
43768,Medium,Kolkata,63,29081.04,2423.42,12,0.0,0.0769,0.3077,0.3877,71.98,5,9,At Risk,32,0,33.08,Low Risk
43769,Medium,Hyderabad,68,72097.69,2574.9175,28,0.1765,0.0,0.2647,0.2443333333333333,106.03,10,14,Champions,25,0,25.38,Low Risk
43770,Premium,Delhi,38,39355.03,1357.07,29,0.0,0.0,0.1379,0.1058,62.37,10,14,Champions,0,0,5.5,Low Risk
43773,Low,Mumbai,71,9796.2,1088.4666666666667,9,0.1,0.0,0.0,0.098,19.79,6,7,At Risk,5,0,15.52,Low Risk
43774,Low,Hyderabad,43,55796.75,1799.895161290323,31,0.0,0.0312,0.2188,0.1249333333333333,88.29,9,13,Champions,10,0,10.48,Low Risk
43775,Medium,Bangalore,72,35630.77,1319.658148148148,27,0.0,0.0,0.1852,0.19815,105.11,10,10,Loyal,10,0,11.47,Low Risk
43776,Medium,Kolkata,53,83820.44,2149.2420512820518,39,0.0714,0.0,0.2619,0.18265,160.88,10,15,Champions,10,0,10.12,Low Risk
43777,High,Pune,57,31965.37,1278.6148,25,0.0,0.0385,0.1538,0.1186666666666666,75.21,10,9,At Risk,10,0,14.71,Low Risk
43778,Medium,Mumbai,61,53603.82,1488.995,36,0.0526,0.0,0.3158,0.12435,178.09,10,14,Champions,20,0,19.02,Low Risk
43779,High,Delhi,32,26288.67,1877.7621428571424,14,0.0667,0.0,0.0667,0.1753,65.72,7,8,At Risk,0,0,4.99,Low Risk
43781,High,Kolkata,26,82031.61,2217.0705405405406,37,0.075,0.0,0.4,0.284,108.22,10,15,Champions,20,0,16.58,Low Risk
43784,Medium,Kolkata,29,44260.89,1844.20375,24,0.0,0.0,0.3333,0.0738,60.06,10,12,Loyal,20,0,14.37,Low Risk
43785,Low,Pune,62,45835.65,1833.426,25,0.1212,0.1212,0.303,0.0764,142.35,9,13,Champions,60,0,51.5,Medium Risk
43786,Low,Bangalore,69,25009.32,1786.38,14,0.2105,0.0526,0.1579,0.05685,45.72,5,6,Lost,57,0,48.69,Medium Risk
43787,Medium,Mumbai,24,38236.23,1738.0104545454544,22,0.0,0.0435,0.2174,0.25315,65.36,9,11,Loyal,10,0,11.94,Low Risk
43788,High,Bangalore,34,50901.02,2994.177647058824,17,0.0556,0.0,0.2222,0.1114,144.2,10,11,Loyal,10,0,11.93,Low Risk
43790,Low,Chennai,54,118957.57,1830.1164615384612,65,0.0299,0.0,0.1791,0.12696,330.44,10,15,Champions,10,0,19.78,Low Risk
43791,Low,Mumbai,67,26673.35,1778.2233333333336,15,0.0,0.0,0.2667,0.1557666666666666,53.35,9,7,At Risk,15,0,10.61,Low Risk
43792,Medium,Chennai,22,22471.99,1498.1326666666669,15,0.1176,0.0,0.3529,0.2247,77.49,8,10,Loyal,35,0,25.79,Low Risk
43793,Low,Bangalore,37,39482.94,1974.147,20,0.12,0.08,0.32,0.1316,65.15,8,10,Loyal,47,0,36.97,Low Risk
43795,Medium,Hyderabad,70,54559.02,1818.634,30,0.0,0.0323,0.3548,0.20535,77.5,9,13,Champions,20,0,16.41,Low Risk
43796,Medium,Bangalore,28,46020.42,1704.46,27,0.0357,0.0,0.25,0.1208666666666666,85.86,10,13,Champions,10,0,7.56,Low Risk
43798,Low,Mumbai,64,68604.17,2078.9142424242423,33,0.0541,0.0541,0.2432,0.0714333333333333,96.9,9,13,Champions,22,0,19.11,Low Risk
43799,Medium,Hyderabad,66,35104.77,2064.986470588235,17,0.05,0.1,0.1,0.0680333333333333,81.26,9,8,At Risk,12,0,20.41,Low Risk
43801,Medium,Chennai,62,40912.77,2922.3407142857145,14,0.1111,0.1111,0.3333,0.15935,135.47,7,11,Loyal,60,0,53.84,Medium Risk
43802,High,Bangalore,52,24914.23,1916.4792307692308,13,0.0,0.0,0.2308,0.06175,95.46,7,8,At Risk,10,0,7.74,Low Risk
43803,Low,Pune,19,54317.43,2468.974090909091,22,0.0435,0.0,0.3478,0.2337499999999999,68.5,9,10,Loyal,20,0,14.18,Low Risk
43804,High,Delhi,26,31384.79,2414.214615384615,13,0.0667,0.0667,0.3333,0.2092,81.1,8,7,At Risk,37,0,29.34,Low Risk
43807,Low,Pune,58,6922.0,1384.4,5,0.0,0.0,0.2,0.0461,13.76,3,5,Lost,20,0,26.09,Low Risk
43808,Low,Mumbai,20,15248.72,1524.8719999999998,10,0.0,0.0,0.3,0.305,32.58,8,4,Lost,20,0,15.89,Low Risk
43810,Premium,Pune,36,6980.0,997.1428571428572,7,0.0,0.0,0.2857,0.0465,27.59,4,3,Lost,20,0,21.58,Low Risk
43811,Low,Chandigarh,52,29040.48,2233.8830769230767,13,0.0714,0.0,0.2857,0.1936,60.13,8,10,Loyal,10,0,7.14,Low Risk
43812,Low,Chandigarh,40,25500.79,1593.799375,16,0.0,0.0,0.125,0.2125,77.98,8,9,At Risk,0,0,2.96,Low Risk
43813,Medium,Chennai,61,30027.210000000003,2309.785384615385,13,0.0,0.0,0.1538,0.2002,86.78,8,9,At Risk,10,0,7.78,Low Risk
43814,Premium,Bangalore,44,64582.45,2226.981034482759,29,0.0,0.0,0.4138,0.1972333333333333,99.05,8,15,Champions,20,0,14.25,Low Risk
43815,Low,Pune,63,67550.78,2329.3372413793104,29,0.0333,0.0,0.0,0.22515,171.88,9,15,Champions,0,0,10.93,Low Risk
43816,Premium,Delhi,75,43473.14,2415.1744444444444,18,0.1,0.0,0.3,0.27215,67.82,8,10,Loyal,10,0,8.98,Low Risk
43818,Medium,Chennai,60,41264.68,2292.4822222222224,18,0.1,0.0,0.3,0.1697,66.88,7,9,At Risk,10,0,9.18,Low Risk
43819,Low,Hyderabad,44,49405.37,2058.557083333333,24,0.0,0.0,0.2917,0.3009,77.2,10,12,Loyal,10,0,9.15,Low Risk
43820,High,Hyderabad,40,13072.86,1307.286,10,0.0,0.0,0.2,0.1307,39.61,8,8,At Risk,10,0,9.09,Low Risk
43822,High,Delhi,67,31982.67,1998.916875,16,0.15,0.05,0.15,0.07225,54.02,9,8,At Risk,15,0,19.49,Low Risk
43823,Medium,Chennai,36,42798.12,2377.6733333333336,18,0.1,0.0,0.2,0.2961,88.43,8,9,At Risk,10,0,9.36,Low Risk
43824,Low,Kolkata,39,35397.51,1769.8755,20,0.0,0.0,0.15,0.20885,60.2,9,11,Loyal,0,0,2.17,Low Risk
43826,Low,Delhi,39,26271.04,2020.8492307692309,13,0.0,0.0,0.1538,0.0876,51.11,8,10,Loyal,10,0,7.02,Low Risk
43827,Medium,Bangalore,29,11730.0,1675.7142857142858,7,0.0,0.0,0.1429,0.1564,63.75,4,3,Lost,10,0,12.56,Low Risk
43828,Premium,Bangalore,21,19832.55,1802.959090909091,11,0.0,0.0,0.1818,0.0661,91.82,8,9,At Risk,10,0,7.38,Low Risk
43831,Low,Pune,71,32049.93,1780.5516666666667,18,0.1,0.0,0.25,0.1338,116.55,9,11,Loyal,10,0,9.18,Low Risk
43832,Low,Hyderabad,29,63781.53,1678.4613157894737,38,0.0476,0.0476,0.1429,0.06885,89.2,10,12,Loyal,0,0,8.37,Low Risk
43833,High,Pune,41,57500.94,1982.7910344827587,29,0.0938,0.0,0.25,0.1593,170.12,10,15,Champions,10,0,11.09,Low Risk
43834,Medium,Delhi,31,15600.16,3120.032,5,0.0,0.0,0.0,0.104,37.59,5,7,At Risk,5,0,16.32,Low Risk
43835,Medium,Chennai,67,60399.66,2876.174285714286,21,0.0435,0.0435,0.3913,0.11765,164.13,8,14,Champions,20,0,23.51,Low Risk
43836,Medium,Chandigarh,38,7325.24,1220.8733333333332,6,0.3636,0.0909,0.2727,0.0733,15.52,5,6,Lost,57,1,58.91,Medium Risk
43838,Low,Hyderabad,65,26305.45,2391.4045454545453,11,0.0833,0.0,0.25,0.0263,83.78,8,8,At Risk,10,0,8.89,Low Risk
43839,Medium,Hyderabad,27,40120.68,3086.206153846154,13,0.0,0.0,0.2308,0.8024,82.72,9,11,Loyal,25,0,32.72,Low Risk
43841,Medium,Hyderabad,49,29283.22,1541.222105263158,19,0.0909,0.0455,0.2273,0.0293,61.91,7,11,Loyal,10,0,13.06,Low Risk
43843,Low,Kolkata,45,40788.41,1699.5170833333334,24,0.0714,0.0714,0.2857,0.1134333333333333,99.0,10,12,Loyal,22,0,21.8,Low Risk
43844,Low,Pune,71,34430.72,2295.3813333333333,15,0.0,0.0,0.1333,0.1148,74.85,10,11,Loyal,0,0,4.25,Low Risk
43846,High,Bangalore,42,64688.02,1960.2430303030303,33,0.0,0.0,0.3333,0.1387499999999999,215.63,10,14,Champions,20,0,19.64,Low Risk
43847,Low,Pune,21,21096.79,1622.8300000000002,13,0.0714,0.0,0.1429,0.0281,30.58,9,7,At Risk,5,0,9.25,Low Risk
43850,Medium,Mumbai,71,35972.82,1712.9914285714283,21,0.0,0.0,0.3333,0.03775,76.21,10,11,Loyal,20,0,15.22,Low Risk
43851,High,Hyderabad,56,10687.38,1335.9225,8,0.1111,0.0,0.2222,0.0712,43.09,5,7,At Risk,30,0,25.41,Low Risk
43852,Medium,Bangalore,48,33816.47,1878.6927777777776,18,0.1429,0.0,0.2857,0.33815,118.24,8,9,At Risk,25,0,22.49,Low Risk
43853,High,Chandigarh,57,18613.72,2068.1911111111112,9,0.1818,0.0,0.1818,0.3723,41.36,4,6,Lost,30,0,33.88,Low Risk
43854,High,Hyderabad,44,23929.14,1196.457,20,0.125,0.0417,0.2083,0.06095,43.99,8,11,Loyal,25,0,25.53,Low Risk
43856,High,Chennai,19,64465.77,2079.540967741936,31,0.0,0.0,0.2258,0.1432333333333333,102.33,9,14,Champions,10,0,7.41,Low Risk
43857,Medium,Pune,38,11664.84,1060.44,11,0.0833,0.0,0.25,0.0156,21.72,7,4,Lost,20,0,20.77,Low Risk
43858,High,Pune,69,10640.32,1520.0457142857142,7,0.125,0.0,0.0,0.1419,33.46,3,3,Lost,25,1,34.46,Low Risk
43859,Premium,Kolkata,56,12929.79,1616.22375,8,0.1111,0.0,0.1111,0.1724,26.66,5,3,Lost,25,0,24.6,Low Risk
43860,Low,Delhi,28,12571.41,1142.8554545454544,11,0.0,0.0,0.0909,0.0838,32.15,6,7,At Risk,5,0,10.44,Low Risk
43861,Medium,Mumbai,60,18640.83,1694.6209090909092,11,0.0833,0.0,0.25,0.0621,43.96,8,5,Lost,20,0,14.15,Low Risk
43862,Premium,Pune,44,45685.34,1827.4136,25,0.0,0.0385,0.1538,0.0935,80.43,10,9,At Risk,10,0,11.77,Low Risk
43863,Low,Hyderabad,53,16457.39,1828.5988888888887,9,0.0,0.0,0.2222,0.1646,64.79,6,6,Lost,15,0,10.87,Low Risk
43864,Medium,Chennai,64,41758.2,2609.8875,16,0.0588,0.0,0.1765,0.14715,126.92,8,8,At Risk,10,0,9.68,Low Risk
43865,Low,Hyderabad,61,25341.6,2534.1600000000003,10,0.0,0.0,0.1,0.3379,107.84,7,6,Lost,5,0,10.36,Low Risk
43866,Medium,Chennai,47,69324.68,2475.8814285714284,28,0.0345,0.0,0.2759,0.1289,148.77,10,15,Champions,10,0,9.3,Low Risk
43867,Low,Hyderabad,64,53010.74,2120.4296,25,0.0714,0.0357,0.2857,0.1021666666666666,88.06,10,9,At Risk,10,0,11.96,Low Risk
43868,Premium,Kolkata,63,20482.89,1706.9075,12,0.0,0.0,0.4167,0.0683,28.21,6,7,At Risk,25,0,19.41,Low Risk
43870,High,Kolkata,66,16201.92,1350.16,12,0.0,0.0,0.3333,0.07575,65.86,9,4,Lost,30,0,21.48,Low Risk
43871,Premium,Mumbai,42,9398.68,1342.6685714285716,7,0.0,0.125,0.375,0.094,34.55,5,3,Lost,55,0,49.0,Medium Risk
43872,Medium,Bangalore,67,29128.6,2912.86,10,0.0,0.0,0.3,0.1942,102.21,7,6,Lost,15,0,14.03,Low Risk
43873,Medium,Hyderabad,62,34845.69,2049.7464705882358,17,0.0,0.0,0.2941,0.10775,66.75,10,9,At Risk,10,0,7.73,Low Risk
43875,Low,Pune,44,8424.51,1203.5014285714285,7,0.2727,0.0909,0.1818,0.0842,49.27,6,7,At Risk,57,1,54.52,Medium Risk
43877,Premium,Chandigarh,30,49052.37,1751.8703571428573,28,0.0667,0.0,0.2,0.1945,65.4,9,11,Loyal,10,0,7.66,Low Risk
43878,Low,Pune,70,9461.41,860.1281818181818,11,0.0,0.0,0.2727,0.0946,18.55,7,4,Lost,20,0,20.86,Low Risk
43879,Medium,Mumbai,64,48976.27,1632.542333333333,30,0.0857,0.0571,0.3429,0.11505,121.83,10,13,Champions,32,0,27.49,Low Risk
43880,Premium,Chandigarh,33,40870.3,1776.9695652173914,23,0.0385,0.0769,0.1923,0.1244,79.21,10,9,At Risk,22,0,21.73,Low Risk
43881,Premium,Kolkata,53,30206.69,1887.918125,16,0.0,0.0,0.25,0.1140499999999999,42.85,9,10,Loyal,10,0,7.43,Low Risk
43882,Medium,Bangalore,58,44759.63,2486.646111111111,18,0.0,0.0,0.2222,0.4476,55.46,10,12,Loyal,10,0,14.54,Low Risk
43884,Low,Mumbai,48,21960.41,1996.4009090909087,11,0.0,0.0,0.2727,0.2196,79.57,8,7,At Risk,15,0,9.64,Low Risk
43885,Medium,Hyderabad,55,72776.52,1966.9329729729727,37,0.0889,0.0889,0.2667,0.0757,226.72,10,14,Champions,22,0,29.94,Low Risk
43886,High,Pune,72,46092.76,1920.5316666666668,24,0.1071,0.0357,0.3571,0.10455,67.09,9,11,Loyal,35,0,26.68,Low Risk
43887,Medium,Delhi,45,50653.14,2302.4154545454544,22,0.0833,0.0,0.2083,0.12665,218.33,9,12,Loyal,10,0,14.74,Low Risk
43888,High,Delhi,32,14185.43,2364.238333333333,6,0.1111,0.2222,0.1111,0.0189,23.49,4,3,Lost,50,1,57.96,Medium Risk
43889,Medium,Bangalore,46,29923.85,1574.9394736842105,19,0.0,0.05,0.1,0.1803,44.53,10,9,At Risk,0,0,10.74,Low Risk
43890,Medium,Kolkata,64,8711.67,1742.334,5,0.2222,0.2222,0.4444,0.1742,29.73,5,5,Lost,85,1,77.6,High Risk
43891,Low,Delhi,27,44233.26,1701.279230769231,26,0.069,0.0345,0.4138,0.1303,124.95,9,11,Loyal,20,0,19.72,Low Risk
43892,Low,Pune,41,45731.37,2286.5685000000003,20,0.0,0.0,0.25,0.3559,166.9,8,12,Loyal,10,0,11.66,Low Risk
43893,Low,Chandigarh,24,59622.61,2384.9044,25,0.0,0.0385,0.2692,0.0994,116.68,10,13,Champions,10,0,12.04,Low Risk
43894,High,Delhi,31,25914.22,2159.518333333333,12,0.0769,0.0,0.3077,0.2591,41.86,7,6,Lost,25,0,18.62,Low Risk
43895,Premium,Bangalore,23,30347.01,4335.287142857143,7,0.125,0.0,0.125,0.2023,111.98,5,7,At Risk,20,1,33.67,Low Risk
43896,Premium,Pune,46,6011.71,1502.9275,4,0.3333,0.0,0.1667,0.02,30.36,3,3,Lost,50,1,54.61,Medium Risk
43897,High,Delhi,58,12779.97,1277.9969999999998,10,0.0,0.0909,0.0909,0.0852,26.79,8,4,Lost,22,0,26.44,Low Risk
43898,Premium,Kolkata,49,64646.05,2308.7875,28,0.0333,0.0333,0.1667,0.29895,217.66,9,15,Champions,10,0,17.77,Low Risk
43899,Medium,Chandigarh,24,9878.77,1234.84625,8,0.0,0.0,0.25,0.0988,25.07,6,5,Lost,20,0,16.46,Low Risk
43901,High,Delhi,44,194693.88,4056.1225,48,0.0204,0.0,0.2449,0.1798,256.18,10,14,Champions,10,1,25.79,Low Risk
43902,Low,Chennai,29,62666.37,1740.7325,36,0.027,0.0,0.1892,0.1440333333333333,128.15,10,14,Champions,10,0,8.79,Low Risk
43903,Low,Chandigarh,26,10616.08,1516.5828571428572,7,0.125,0.0,0.375,0.1415,21.32,5,3,Lost,45,0,35.03,Low Risk
43904,Medium,Hyderabad,70,21588.81,1799.0675,12,0.0,0.0,0.25,0.2879,84.66,6,7,At Risk,15,0,12.31,Low Risk
43906,High,Pune,56,32740.72,1423.5095652173914,23,0.0,0.0417,0.375,0.0279,123.55,9,10,Loyal,20,0,22.62,Low Risk
43907,Medium,Kolkata,43,17853.32,1983.7022222222224,9,0.0909,0.0909,0.2727,0.3571,43.87,7,7,At Risk,27,0,27.88,Low Risk
43909,Medium,Chandigarh,37,49831.09,1845.5959259259264,27,0.0357,0.0,0.4286,0.0987333333333333,73.39,10,10,Loyal,20,0,15.54,Low Risk
43910,Medium,Hyderabad,38,8588.83,1226.9757142857145,7,0.0,0.0,0.0,0.1145,22.6,5,5,Lost,10,0,16.83,Low Risk
43912,High,Mumbai,49,4541.51,1135.3775,4,0.5,0.0,0.125,0.0151,15.77,3,5,Lost,40,1,53.54,Medium Risk
43913,Low,Bangalore,62,44694.96,1655.368888888889,27,0.0345,0.0345,0.2414,0.0998,77.46,10,12,Loyal,10,0,11.08,Low Risk
43914,Premium,Kolkata,20,61343.68,2044.7893333333332,30,0.0625,0.0,0.25,0.0803666666666666,123.68,10,14,Champions,10,0,8.63,Low Risk
43915,Medium,Delhi,37,53992.97,2249.707083333333,24,0.0,0.04,0.32,0.1642,137.04,10,13,Champions,20,0,17.86,Low Risk
43916,Medium,Hyderabad,26,31540.13,1660.006842105263,19,0.0952,0.0,0.2381,0.27385,70.56,10,11,Loyal,10,0,10.17,Low Risk
43917,Medium,Chennai,20,28699.27,1793.704375,16,0.1429,0.0952,0.3333,0.0397,45.7,8,9,At Risk,47,0,41.82,Medium Risk
43918,Low,Mumbai,74,15443.64,2573.94,6,0.0,0.0,0.3333,0.0515,37.39,5,3,Lost,30,0,24.51,Low Risk
43919,Medium,Bangalore,64,24877.81,1913.6776923076925,13,0.0,0.0,0.2308,0.16585,76.31,8,10,Loyal,10,0,6.21,Low Risk
